review,rate
"The world needs to experience this place. The atmosphere, the wings are amazinggggggg… the custom menu is impeccable. I’ve been downtown for over 12 years and I just experienced EXECELLENCE on another level. The music, the vibe and their …",-1
"The food was good. The staff was excellent. Parking can be tricky, but what do you expect it's DT Orlando.  There is a  parking garage behind the 7-11 located just across the street.  Wing sauce was my 2nd favorite behind the zucchini fries!",-1
Came here for the first time.  Have to say the American burger with fries was great.  Place has plenty of seating area indoors and out.  Has plenty of TVs for the sports enthusiasts.  Service was extremely quick.  Good place to hang out watch your favorite sports or chill with friends.  Come check it out.,5
Ordered medium well and well done fries.   Rated one of the best in Orlando and the burger meat is fantastic with American cheese.   Fries are 3/10.   Cook didn't make them well done and the seasoning was not good.   Best burger I had in a while and great bun.,-1
"11/17/2023

This is in a gentrified area so it's very nice looking but there can be a number …",-1
"On Sundays the parking is free, just take a look around the neighborhood, we found parking just across the square. The restaurant is on the first floor of an apartment building and easy to find. …",-1
We came here on a busy and rainy Friday night in Orlando after some very positive recommendations from our friends. The inside of the restaurant is beautiful with the decor and artwork around. We sat at a table right in front of the kitchen …,4
"The food was amazing. The vibe was everything.  Their fried chicken, chef’s kiss! Our server Fred is part of what made it a memorable experience! Ask for him when you stop in. Executive Chef Nikk has to absolutely love what he does. You taste it in the food. Can’t wait to come back.",-1
"I arrived here and the feel of this place is very welcoming, open and comfortable. There’s a nice little coffee station to order from when you walk in which provides an independent feel to it just being a restaurant. It feels like a really …",5
Went last night for my birthday dinner and it was amazing. We started off with the heirloom tomatoes & buffalo deviled eggs. Both great. For mains: I had the Creekstone Farms Delmonico with pavé potatoes and roasted Brussels sprouts(so …,-1
"Cute brunch spot that the hubby and I checked out over the weekend.
Absolutely in love with the ambiance and service!  Nice R&B music playing softly in the background and gorgeous greenery all over. …",5
This restaurant has a great atmosphere. It’s very unique inside. The food is delicious. The portion sizes are great and everything is plated so nicely. I highly recommend!,4
I love places that make you feel like you're the most important person in the world even if it's your first visit! They have a cute coffee bar right by the entrance with knowledgeable & epically friendly baristas. The drinks are perfectly …,-1
"I’ve been here for dinner service when it first opened and I wasn’t really impressed, but I thought I’d try it for brunch. . I love how nicely decorated it is here. I ordered a mimosa ($9!!) and the flank steak and eggs. The steak was very …",-1
Mt partner and I came here for breakfast and the food was a spiritual experience. The Christo's French toast was one of the most delicious breakfast foods I think I've ever had. I loved my omelette and the has browns were crispy perfection. …,-1
"Amazing experience, caring servers, very yummy food and huge portions and also quiet/ safe place to eat in 100% recommended",-1
I like small little restaurants that the locals only know about. This is that. The service was great and the food was excellent. I will definitely be back,-1
"Have not been in here for a few years
I was happily excited to dine for lunch and greatful you made my favorite that was not on menu …",-1
"During my recent visit, I was delighted by the warm ambiance, with both indoor and outdoor seating options available. The smaller size of the cafe indeed contributes to its cozy charm, making it a perfect place to savor a delicious …",-1
"Christo's Café has been a gem of a find for me. As a person who enjoys sitting at a breakfast bar and unwinding for a bit, this place has not disappointed. …",-1
"First time visit today after driving past it a few times. This diner is very small with about 11 tables, counter seating and tables on the covered patio. Today we ordered an appetizer of corn Nuggets which were plentiful and crisp just …",-1
Delicious and not overpriced!! Service was fantastic and food was served in a timely fashion!,-1
"Excellent little diner on Edgewater and Dartmouth (College Park). I've seen this place on weekend mornings and it's packed. My nephew and I dropped by one day (a Thursday morning around 9am) and there were plenty of seats, but it still felt …",-1
"Great little place for breakfast. The French Toast is fried (I think) which was a little different, but very good. …",-1
"Food was really good. The greens I had were seasoned well but a little salty to me. I really liked that they used turkey instead of pork. The shrimp and grits were slightly salty too. But good flavor. Chicken wings were perfect, Mac and cheese was good as well. Mystery drink was really refreshing.",-1
